channelName,subscriberCount,averageViews,averageLikes,country,category_1,category_2,category_3,category_4,category_5,category_6,category_7,category_8,category_9,subs_tier,engagement_rate
Darkfly Vlog,89100,44661.81276150628,163.04,HU,Vehicle,Lifestyle (sociology),,,,,,,,Mid-tier influencer,0.18298540965207633
Animal Presents,1700000,308934.33680104034,774.54,TH,Entertainment,Lifestyle (sociology),,,,,,,,Mega-influencer,0.04556117647058824
Unique Sports Player YT,3,2045.0,8.0,IN,No topic categories assigned,,,,,,,,,Emerging,266.6666666666667
R. s  Education chanle agra,224,114.54333333333334,6.38,,Lifestyle (sociology),Music of Asia,Music,,,,,,,Emerging,2.8482142857142856
Southam College History Department,191,515.0,10.583333333333334,,Knowledge,,,,,,,,,Emerging,5.541012216404887
The Whitney and Cognac Comedy Hour,6,233.11111111111111,2.111111111111111,,Entertainment,Film,,,,,,,,Emerging,35.18518518518518
ENDO MUSIC,3390,4168.234042553191,148.87234042553192,,Music,Electronic music,Pop music,Music of Asia,,,,,,Nano-influencer,4.39151446682985
The Food Fund,1450,538.0733333333334,16.14,US,Knowledge,Society,Business,,,,,,,Nano-influencer,1.1131034482758622
Fast Food - Topic,10,158.6,4.7,,Electronic music,Rock music,Music,,,,,,,Emerging,47.0
Christian Movies,75600,27593.696703296704,202.22,US,Entertainment,Film,Religion,Society,,,,,,Mid-tier influencer,0.2674867724867725
ChangCady Vlog,1560000,2483319.358178054,2155.4,VN,Hobby,Lifestyle (sociology),Entertainment,,,,,,,Mega-influencer,0.13816666666666666
RiddlersReviews Beauty reviews for you,46,763.0689655172414,2.4827586206896552,,Lifestyle (sociology),,,,,,,,,Emerging,5.397301349325337
The Bad Movie Bible,92900,147082.73469387754,3886.387755102041,GB,Film,Entertainment,,,,,,,,Mid-tier influencer,4.183409854792294
Ritik Jain Vlogs,816000,474122.81304347824,6371.52,,Lifestyle (sociology),,,,,,,,,Macro-influencer,0.7808235294117647
Bushras Food and Style & Vlog,404,356.7836257309942,23.18,PK,Lifestyle (sociology),Food,,,,,,,,Emerging,5.737623762376238
Counterpunch Boxing News,92100,6254.272891482562,74.2,US,Lifestyle (sociology),Boxing,Sport,,,,,,,Mid-tier influencer,0.08056460369163952
Just!N Tech,112000,79254.28260869565,345.16,US,Video game culture,Technology,Lifestyle (sociology),,,,,,,Mid-tier influencer,0.3081785714285714
Beauty Growth Academy,907,392.1686746987952,3.52,GB,Health,Lifestyle (sociology),Knowledge,,,,,,,Emerging,0.3880926130099228
Rafiq Travel Vlog,3450,8754.314285714287,15.0,PK,Lifestyle (sociology),Vehicle,,,,,,,,Nano-influencer,0.43478260869565216
B3 Music - Topic,11,36.416666666666664,2.25,,Rhythm and blues,Pop music,Music,Electronic music,Soul music,Hip hop music,,,,Emerging,20.454545454545453
Library Music Film,1060,1422.9615384615386,23.32,,Independent music,Music,Film,Entertainment,,,,,,Nano-influencer,2.2
Ajay school vlog,864,1053.0255319148937,35.98,,Lifestyle (sociology),Music of Asia,Music,,,,,,,Emerging,4.164351851851851
A Few Minutes of History,10100,25094.15329768271,55.54,GB,Knowledge,Military,Society,,,,,,,Micro-influencer,0.54990099009901
Comedy Lekhu Rhythms,3000,3297.2175324675327,81.3,IN,Entertainment,Film,Humour,,,,,,,Nano-influencer,2.71
Hiro Vlog,104000,76443.23931623931,2652.84,VN,Lifestyle (sociology),,,,,,,,,Mid-tier influencer,2.5508076923076923
Food Lovers,116,1897.4,3.8333333333333335,BD,Food,Lifestyle (sociology),,,,,,,,Emerging,3.3045977011494254
Salterns Science,107,291.6,6.0,,Knowledge,,,,,,,,,Emerging,5.607476635514018
Travel Northerners ,1610,2761.3695652173915,62.12765957446808,GB,Lifestyle (sociology),Tourism,,,,,,,,Nano-influencer,3.8588608431346634
TRAVEL WITH JAY NEW LIFE  🌏 ,1810,1341.0271739130435,69.38,GB,Lifestyle (sociology),Tourism,,,,,,,,Nano-influencer,3.833149171270718
Tech Wink YT,451,839.980198019802,6.68,IN,Video game culture,Technology,Lifestyle (sociology),,,,,,,Emerging,1.4811529933481153
Start To Finish Music,146,526.8571428571429,3.9,,Pop music,Music,Electronic music,Soul music,,,,,,Emerging,2.671232876712329
Scuffed Animals - Topic,3,17.333333333333332,0.3333333333333333,,Independent music,Music,,,,,,,,Emerging,11.111111111111109
Science Bites,7,6.0,2.0,,No topic categories assigned,,,,,,,,,Emerging,28.571428571428573
Mr Short Comedy,7,486.5,7.0,,No topic categories assigned,,,,,,,,,Emerging,100.0
Giorgos Lazarides Fitness,2850,3354.386813186813,54.5,,Health,Lifestyle (sociology),Physical fitness,Food,,,,,,Nano-influencer,1.912280701754386
Travel With The Two Of Us,48,194.56565656565655,1.26,GB,Tourism,Lifestyle (sociology),Hobby,,,,,,,Emerging,2.625
Roman Atwood Vlogs,15200000,2873308.781443299,16477.36,US,Entertainment,Film,,,,,,,,Celebrity,0.10840368421052632
Tech Tangents,218000,87694.05198776758,3706.14,US,Technology,Lifestyle (sociology),,,,,,,,Mid-tier influencer,1.7000642201834861
OLD TIME CAROUSEL MUSIC BY THE WURLITZER BAND ORGAN - Topic,101,2997.925925925926,15.333333333333334,,Music,,,,,,,,,Emerging,15.181518151815183
BBC News Uzbek,2060000,86856.61624219126,212.5,GB,Politics,Society,,,,,,,,Mega-influencer,0.010315533980582525
CrazyMania Music - Topic,18,16939.916666666668,67.91666666666667,,Pop music,Music,,,,,,,,Emerging,377.31481481481484
Savfk - Music,26800,28988.333333333332,603.28,GB,Music,Electronic music,,,,,,,,Micro-influencer,2.251044776119403
Ivan Mirovic Vlog,24200,6583.276450511946,82.48,RS,Technology,Lifestyle (sociology),Knowledge,,,,,,,Micro-influencer,0.34082644628099174
AlohaJenn’s Beauty Blog,7050,1405.7821011673152,3.78,US,Lifestyle (sociology),,,,,,,,,Nano-influencer,0.05361702127659575
Naturence Beauty World,1210000,99742.54054054056,70.5,US,Lifestyle (sociology),,,,,,,,,Mega-influencer,0.005826446280991736
Irish Medieval History,23400,10771.187610619469,160.0,JP,Knowledge,,,,,,,,,Micro-influencer,0.6837606837606838
The History Of ,15,258.1904761904762,2.2857142857142856,,Knowledge,Strategy video game,,,,,,,,Emerging,15.238095238095237
DIME Beauty,17100,49704.48484848485,66.0,,Lifestyle (sociology),,,,,,,,,Micro-influencer,0.38596491228070173
Travel with SHOSHI,7920,1781.498717948718,9.58,US,Pop music,Lifestyle (sociology),Music,,,,,,,Nano-influencer,0.12095959595959596
Fashion SZN,4,1397.625,0.875,,Lifestyle (sociology),Fashion,,,,,,,,Emerging,21.875
The Lost Pages of History,156,297.4047619047619,4.88,TR,Knowledge,Religion,,,,,,,,Emerging,3.128205128205128
Insane Gaming With Mayank,798000,208385.4493580599,9832.7,IN,Role-playing video game,Action game,Video game culture,Action-adventure game,,,,,,Macro-influencer,1.2321679197994988
UK Fashion,2780,846.2432667245873,3.66,GB,Fashion,Lifestyle (sociology),Hobby,,,,,,,Nano-influencer,0.1316546762589928
Aryans News Shorts,17,374.25,4.083333333333333,,Society,,,,,,,,,Emerging,24.019607843137255
Piyush Joshi Gaming,6470000,1386914.4740932642,23640.36,IN,Action-adventure game,Video game culture,Action game,Strategy video game,Role-playing video game,,,,,Mega-influencer,0.36538423493044825
GSSI - Gran Sasso Science Institute,2330,2857.884297520661,7.64,IT,Society,Knowledge,,,,,,,,Nano-influencer,0.3278969957081545
Monkey movies,2,17.764705882352942,0.375,,Film,Humour,Entertainment,,,,,,,Emerging,18.75
Daz Games,9170000,1831764.9411057692,39404.06,GB,Action-adventure game,Video game culture,Action game,Role-playing video game,,,,,,Mega-influencer,0.4297062159214831
I-TECH آي تك,987000,212672.94664371773,6257.28,EG,Lifestyle (sociology),Technology,,,,,,,,Macro-influencer,0.6339696048632218
Ocean travel,12,161.7560975609756,2.4878048780487805,,Lifestyle (sociology),Tourism,,,,,,,,Emerging,20.73170731707317
Food Highlights,95,1193.9473684210527,22.86,BD,Food,Lifestyle (sociology),,,,,,,,Emerging,24.063157894736843
Mind Bending Movies Explained ,23,171.26666666666668,0.4,US,Entertainment,Film,Television program,,,,,,,Emerging,1.7391304347826086
IJustWantToBeCool GAMING,215000,275588.23232323234,2254.6,SE,Role-playing video game,Action-adventure game,Video game culture,Action game,Strategy video game,Casual game,,,,Mid-tier influencer,1.0486511627906976
vidula vlog,52,15.079646017699115,1.66,,Lifestyle (sociology),,,,,,,,,Emerging,3.1923076923076925
Food with Chetna,333000,25181.42608695652,384.16,GB,Food,Lifestyle (sociology),,,,,,,,Mid-tier influencer,0.11536336336336336
Binosha News,1360,491.8384615384616,40.9,AE,Lifestyle (sociology),Technology,,,,,,,,Nano-influencer,3.0073529411764706
Dani Vlog,455,19687.714285714286,184.8571428571429,,Lifestyle (sociology),Society,,,,,,,,Emerging,40.62794348508635
Gaming Music - Topic,2830,4477.705394190872,3.58,,Jazz,Hip hop music,Music,Electronic music,,,,,,Nano-influencer,0.1265017667844523
Momosa Cooking Food Recipe ,26,365.0882352941176,3.1176470588235294,IN,Lifestyle (sociology),Food,,,,,,,,Emerging,11.990950226244344
vipin deshi fitness 45,37,873.25,20.333333333333332,IN,Music,Lifestyle (sociology),Physical fitness,Music of Asia,,,,,,Emerging,54.95495495495495
Nimbus Education,189000,26707.13374805599,966.98,IN,Knowledge,Society,,,,,,,,Mid-tier influencer,0.5116296296296297
ジョージ VLOG チャンネル,105000,70648.29207920792,1060.6,AE,Physical fitness,Lifestyle (sociology),Food,,,,,,,Mid-tier influencer,1.010095238095238
San Joaquin County Office of Education,1760,721.9275700934579,11.96,US,Society,Knowledge,,,,,,,,Nano-influencer,0.6795454545454546
Amazon animals,8,264.6363636363636,6.363636363636363,,Lifestyle (sociology),Entertainment,,,,,,,,Emerging,79.54545454545455
GUNMAX GAMING,1280000,68676.0459770115,4449.3,IN,Action game,Video game culture,Role-playing video game,Strategy video game,Action-adventure game,,,,,Mega-influencer,0.3476015625
OMG FASHION,412,2717.5,7.5,,Lifestyle (sociology),Fashion,Hobby,,,,,,,Emerging,1.8203883495145632
History Protagonist,32,1660.5,39.2,,Knowledge,Entertainment,,,,,,,,Emerging,122.50000000000001
Comedy Ringtone Factory - Topic,962,761.5147271849348,0.48,,Entertainment,Film,Music,Country music,,,,,,Emerging,0.0498960498960499
Joey Contino News,29600,2229.929245283018,196.38,,Society,Politics,,,,,,,,Micro-influencer,0.663445945945946
king sports Pakistan ,13,633.375,11.375,,Sport,Cricket,,,,,,,,Emerging,87.5
Science Oddity,6,328.3333333333333,9.0,PK,No topic categories assigned,,,,,,,,,Emerging,150.0
Sing Education,759,1146.2717391304348,4.98,GB,Music,Knowledge,,,,,,,,Emerging,0.6561264822134388
BUSINESS: IT: MONEY: EDUCATION ,286,1302.1333333333334,24.3,GB,Business,Knowledge,,,,,,,,Emerging,8.496503496503497
The Beauty Effect,328000,75532.95227765727,542.56,MX,Food,Lifestyle (sociology),,,,,,,,Mid-tier influencer,0.16541463414634144
Tara Wellbeing Fitness Coach,2710,2178.8555555555554,17.32,,Health,Lifestyle (sociology),Physical fitness,,,,,,,Nano-influencer,0.6391143911439114
Contrasena The History Cantaditas - Topic,13,3025.0,54.0,,No topic categories assigned,,,,,,,,,Emerging,415.38461538461536
V V Chen Vlog,249000,232220.38,5365.96,TW,Health,Lifestyle (sociology),,,,,,,,Mid-tier influencer,2.155004016064257
The Divine Comedy (Official),35200,545059.9393939395,2083.025,,Rock music,Independent music,Music,Pop music,,,,,,Micro-influencer,5.917684659090909
Ronak Fashion Dupatta,1470,1870.3382352941176,17.58,IN,Hobby,Fashion,Lifestyle (sociology),,,,,,,Nano-influencer,1.1959183673469387
Infinity Sports Travel,4,112.92,0.36,,Television program,Sport,,,,,,,,Emerging,9.0
Helmand Comedy,11,119.375,5.375,,Film,Entertainment,Humour,,,,,,,Emerging,48.86363636363637
We try - Before YOU buy - FOOD,123,143.41333333333333,7.06,GB,Food,Lifestyle (sociology),,,,,,,,Emerging,5.739837398373984
Beautiful Animals,365,407.5833333333333,12.18,SG,Pet,Lifestyle (sociology),,,,,,,,Emerging,3.336986301369863
DOOM tech tech - Topic,1,6.666666666666667,0.6666666666666666,,Music,Electronic music,,,,,,,,Emerging,66.66666666666666
Brookelynne's Beauty Corner,3070,613.2111200644641,3.86,,Entertainment,Lifestyle (sociology),,,,,,,,Nano-influencer,0.1257328990228013
Mr Chicken Movies,603,806.8461538461538,60.26,GB,Entertainment,Film,,,,,,,,Emerging,9.993366500829188
Phoid Fashion,351,755.7052023121387,9.52,,Lifestyle (sociology),Fashion,,,,,,,,Emerging,2.7122507122507122
Overview Music,4310,644.8250377073906,49.38,GB,Electronic music,Music,,,,,,,,Nano-influencer,1.145707656612529
Everything Travel Channel,2780,604.5408163265306,0.46,,Tourism,Lifestyle (sociology),,,,,,,,Nano-influencer,0.016546762589928057
KRISBELL GAMING ,4890,1348.7384615384617,1.16,IN,Sports game,Video game culture,,,,,,,,Nano-influencer,0.023721881390593044
MAD ABOUT SCIENCE,45000,61622.6837944664,7.7,IN,Knowledge,,,,,,,,,Micro-influencer,0.01711111111111111
The adya fashion,370,3464.4814814814813,15.962962962962964,IN,Hobby,Fashion,Lifestyle (sociology),,,,,,,Emerging,4.314314314314315
tvN SPORTS,859000,132700.84050551913,190.16,,Tennis,Sport,,,,,,,,Macro-influencer,0.022137369033760186
Tanya's Fashion Life ,1,76.6,1.0,,Lifestyle (sociology),Fashion,,,,,,,,Emerging,100.0
Cara Fitness,18000,1158.8092592592593,19.12,,Health,Lifestyle (sociology),Physical fitness,,,,,,,Micro-influencer,0.10622222222222222
MyRooh Fitness,3,9.3,0.1,,Lifestyle (sociology),Physical fitness,Health,,,,,,,Emerging,3.3333333333333335
Team Bristol Sports,20,135.26153846153846,2.88,,Cricket,Basketball,Sport,Association football,Lifestyle (sociology),,,,,Emerging,14.4
4x4 gaming,1030000,284842.28571428574,12077.88,IN,Strategy video game,Role-playing video game,Video game culture,Action-adventure game,Action game,,,,,Mega-influencer,1.1726097087378642
Emma Danielle Fitness,9,36.42857142857143,0.9285714285714286,,Health,Lifestyle (sociology),Physical fitness,,,,,,,Emerging,10.317460317460318
Ankit Gupta vlogs,394000,469613.38513513515,12635.48,IN,Music,Entertainment,Music of Asia,Lifestyle (sociology),,,,,,Mid-tier influencer,3.20697461928934
Goddess Beauty,14200,16788.953846153847,414.72,,Music,Entertainment,Lifestyle (sociology),Pop music,Hobby,Performing arts,,,,Micro-influencer,2.92056338028169
Barbering Education,15,35.34146341463415,0.5365853658536586,,Lifestyle (sociology),,,,,,,,,Emerging,3.577235772357724
Bob the Science Guy,30900,7157.337992376112,824.78,US,Knowledge,,,,,,,,,Micro-influencer,2.669190938511327
BRO CODE GAMING ,44,145.52941176470588,13.411764705882351,,Video game culture,,,,,,,,,Emerging,30.48128342245989
Vision movies,150,1256.878048780488,20.70731707317073,,Film,Entertainment,,,,,,,,Emerging,13.804878048780486
CFM Music,5120,18736.428571428572,616.0,GB,Independent music,Religion,Music,Christian music,Pop music,,,,,Nano-influencer,12.03125
Short History Co,148,1512.5243902439024,19.9,,Religion,Knowledge,Society,,,,,,,Emerging,13.445945945945944
AI TECH AND EDUCATION,1,35.5,1.0,,No topic categories assigned,,,,,,,,,Emerging,100.0
The Happy Vibe Fitness &. Wellbeing with Trish,71,167.27777777777777,2.388888888888889,GB,Lifestyle (sociology),Physical fitness,Hobby,Health,,,,,,Emerging,3.3646322378716746
Ralphzs sports,36,488.42857142857144,8.107142857142858,,Association football,Lifestyle (sociology),Sport,,,,,,,Emerging,22.519841269841272
Fitness Egypt,886000,148167.433908046,711.1,EG,Lifestyle (sociology),Health,Physical fitness,,,,,,,Macro-influencer,0.08025959367945824
Comedy Shotgun official ,4,586.2222222222222,1.3333333333333333,,Film,Entertainment,Humour,,,,,,,Emerging,33.33333333333333
Men's Fashion Tamil,1240000,216695.1767068273,8284.12,IN,Physical fitness,Health,Lifestyle (sociology),Fashion,,,,,,Mega-influencer,0.6680741935483872
Forfar Indoor Sports,286,176.47161572052403,0.94,GB,Sport,Lifestyle (sociology),,,,,,,,Emerging,0.32867132867132864
The Game Theorists,19600000,5669963.405031446,76497.1,US,Role-playing video game,Video game culture,Action-adventure game,Action game,,,,,,Celebrity,0.39029132653061227
X SOLDIER VLOG,49900,1066.1607142857142,13.6,,Lifestyle (sociology),Entertainment,,,,,,,,Micro-influencer,0.027254509018036072
Beauty Life Coffee,54,92.42424242424242,3.060606060606061,,Lifestyle (sociology),,,,,,,,,Emerging,5.667789001122336
LBS MOVIES,21,74.22222222222223,1.181818181818182,,Lifestyle (sociology),Film,Entertainment,,,,,,,Emerging,5.627705627705629
VonOrdona Gaming ,3090000,673260.3962264151,2614.34,PH,Action game,Video game culture,Lifestyle (sociology),Action-adventure game,Role-playing video game,,,,,Mega-influencer,0.08460647249190939
Science Mom,71300,17883.611650485436,84.8,US,Knowledge,,,,,,,,,Mid-tier influencer,0.11893408134642357
Kavi's Fashion,647,396.5,10.96,IN,Hobby,Lifestyle (sociology),Fashion,,,,,,,Emerging,1.6939721792890263
Graceful Fashion Trends,4140,13877.012048192772,114.12,PK,Fashion,Hobby,Lifestyle (sociology),,,,,,,Nano-influencer,2.756521739130435
Abe Savas & the New Standards of Beauty - Topic,2,16.51219512195122,0.4878048780487805,,Pop music,Independent music,Music,Rock music,,,,,,Emerging,24.390243902439025
Blog das irmãs,2850000,396686.98217922606,6094.2,BR,Food,Lifestyle (sociology),,,,,,,,Mega-influencer,0.21383157894736843
Sports Central TV with saifullah ,187,227.25274725274724,5.78,,Sport,Cricket,,,,,,,,Emerging,3.090909090909091
Beauty Maker By Israr sabir ,1570,923.1757322175732,12.12,GB,Music of Asia,Lifestyle (sociology),Food,Music,,,,,,Nano-influencer,0.7719745222929937
U Need Unique Travel 獨遊,49,1428.857142857143,19.571428571428573,,Vehicle,Lifestyle (sociology),Tourism,,,,,,,Emerging,39.94169096209913
Fashion Trends And Friends,266,608.8714285714286,2.48,US,Fashion,Lifestyle (sociology),Health,,,,,,,Emerging,0.9323308270676691
Science Actually,54,63.75,3.25,,Lifestyle (sociology),Knowledge,Health,,,,,,,Emerging,6.018518518518518
New  Fashion New Smart Gadgets,53,803.6551724137931,7.58,IN,Fashion,Lifestyle (sociology),Hobby,,,,,,,Emerging,14.30188679245283
Kyle Lucey Comedy,1390,2075.7890625,14.24,CA,Entertainment,Humour,Film,,,,,,,Nano-influencer,1.0244604316546762
Amazon Prime Video Sport,851000,154978.20647203657,2027.86,GB,Sport,Association football,,,,,,,,Macro-influencer,0.23829142185663924
EDUCATION WITH LAVLESH ,1,89.5,1.0,IN,No topic categories assigned,,,,,,,,,Emerging,100.0
IRUMVA SPORTS & ENT,9160,2928.24,27.32,US,Sport,Association football,,,,,,,,Nano-influencer,0.2982532751091703
Travel with the Dans,2050,964.0860215053764,15.54,,Tourism,Lifestyle (sociology),,,,,,,,Nano-influencer,0.7580487804878049
Animal Save Movement,72500,50660.03069053708,32.5,CA,Lifestyle (sociology),,,,,,,,,Mid-tier influencer,0.04482758620689655
Andy Wright Travel,3700,308.7101113172542,9.74,GB,Lifestyle (sociology),Tourism,,,,,,,,Nano-influencer,0.2632432432432432
UK MediaWatch • Council Estate News •,38100,61535.9849137931,3549.3,GB,Film,Society,Entertainment,,,,,,,Micro-influencer,9.315748031496064
CyberCPU Tech,293000,103855.3769470405,3042.66,US,Video game culture,Technology,Lifestyle (sociology),,,,,,,Mid-tier influencer,1.0384505119453924
Romans Collaseum Movies,25,133.4,1.8,,Lifestyle (sociology),Film,Entertainment,,,,,,,Emerging,7.2
Waqas Tech Videos,8750,6507.940860215053,51.4,PK,Knowledge,Technology,Lifestyle (sociology),,,,,,,Nano-influencer,0.5874285714285714
Critical History,285,4987.074074074074,135.11111111111111,,Knowledge,,,,,,,,,Emerging,47.407407407407405
Monson Sports Streaming,130,99.89411764705882,0.4,US,Lifestyle (sociology),Basketball,Sport,Association football,,,,,,Emerging,0.3076923076923077
Khichi Beauty,1860000,73357.97467572575,94.46,US,Health,Lifestyle (sociology),,,,,,,,Mega-influencer,0.005078494623655914
Reborn Movies,2,8.5,2.0,US,No topic categories assigned,,,,,,,,,Emerging,100.0
Animals Photographs ,216,9017.65909090909,0.1136363636363636,US,Lifestyle (sociology),,,,,,,,,Emerging,0.05260942760942759
Creative Tech Vikram ,78,693.625,10.555555555555555,IN,Society,Technology,Lifestyle (sociology),,,,,,,Emerging,13.53276353276353
ONE Sports Warehouse,2060,1889.9754385964911,4.16,GB,Sport,Lifestyle (sociology),Ice hockey,Fashion,,,,,,Nano-influencer,0.20194174757281552
SJCR Fabulous Food,86,152.1086956521739,3.5434782608695654,,Lifestyle (sociology),Food,Hobby,,,,,,,Emerging,4.120323559150657
Onision Comedy - Topic,70,118.3653846153846,1.58,,Electronic music,Music,Pop music,Independent music,,,,,,Emerging,2.257142857142857
Authentic Education Arts,14,56.370370370370374,0.925925925925926,,Knowledge,Lifestyle (sociology),Hobby,,,,,,,Emerging,6.613756613756615
Eddie's Tech,388,1102.372881355932,16.82,GB,Lifestyle (sociology),Music,,,,,,,,Emerging,4.335051546391752
Brentford FC Community Sports Trust,499,273.3790322580645,2.4,GB,Association football,Sport,,,,,,,,Emerging,0.48096192384769537
Fitness Dilek,103000,64014.45471014493,870.44,GB,Lifestyle (sociology),Health,Physical fitness,,,,,,,Mid-tier influencer,0.8450873786407767
Jim jam movies and Tv,817,278.97777777777776,22.6,,Lifestyle (sociology),,,,,,,,,Emerging,2.766217870257038
DeerHobbes Fashion Boutique,1,40.84615384615385,0.3846153846153846,,Fashion,Lifestyle (sociology),,,,,,,,Emerging,38.46153846153846
Vogue beauty💅(help me reach my 200 subscribers),94,1436.8070175438595,11.94,,Physical attractiveness,Lifestyle (sociology),,,,,,,,Emerging,12.702127659574469
Alkhas Joseph Fitness,7490,8408.5,9.1,,Physical fitness,Lifestyle (sociology),Health,,,,,,,Nano-influencer,0.12149532710280374
Pumy Maya Fashion Store,2,7.4375,0.15625,GB,Lifestyle (sociology),Fashion,Hobby,,,,,,,Emerging,7.8125
SNN Sports,299,609.9083333333333,3.22,,Sport,Association football,,,,,,,,Emerging,1.0769230769230769
Esthetic Education - Topic,1170,10590.375,167.04166666666666,,Pop music,Music,Independent music,Electronic music,Rock music,,,,,Nano-influencer,14.277065527065526
Star Food Sharing,5910,27113.660714285714,317.3,US,Food,Lifestyle (sociology),,,,,,,,Nano-influencer,5.368866328257191
Crawshaw Academy Faculty of Science,206,83.3763440860215,1.54,,Health,Knowledge,,,,,,,,Emerging,0.7475728155339806
KANDA VLOGS,131000,55546.55128205128,187.26,CA,Lifestyle (sociology),Tourism,,,,,,,,Mid-tier influencer,0.14294656488549617
STA Travel,11200,13611.901360544218,12.44,,Tourism,Lifestyle (sociology),,,,,,,,Micro-influencer,0.11107142857142857
Manchester  Food walah,324,182.25547445255475,7.98,IE,Lifestyle (sociology),Food,,,,,,,,Emerging,2.462962962962963
I'm girl education,2,103.5,1.0,,No topic categories assigned,,,,,,,,,Emerging,50.0
Travel With Chamak,405,1059.7788461538462,2.2,GB,Lifestyle (sociology),Tourism,,,,,,,,Emerging,0.54320987654321
Yoga and Fitness with Lindsay,72,358.89285714285717,5.75,,Health,Lifestyle (sociology),Physical fitness,,,,,,,Emerging,7.986111111111111
Acuity AI Education,8,7.533333333333333,1.2758620689655171,,Society,Knowledge,,,,,,,,Emerging,15.948275862068964
Whitehead-Ross Education and Consulting Ltd,7,39.666666666666664,0.6190476190476191,,Lifestyle (sociology),Knowledge,Health,,,,,,,Emerging,8.843537414965986
Fashion Trends,38400,61196.03846153846,7.36,IN,Fashion,Lifestyle (sociology),Hobby,,,,,,,Micro-influencer,0.019166666666666665
Oneplay Sport,160000,16696.881069237512,23.16,CZ,Association football,Sport,Golf,,,,,,,Mid-tier influencer,0.014475
Anna and the country animals ,149,406.7560975609756,8.439024390243903,,Pet,Lifestyle (sociology),,,,,,,,Emerging,5.663774758552956
The Political Science Hub,4,145.0,5.0,IN,No topic categories assigned,,,,,,,,,Emerging,125.0
Evie M Fitness ,397,3486.5714285714284,106.23809523809524,,Health,Lifestyle (sociology),Physical fitness,,,,,,,Emerging,26.760225500779658
8號電影院 -  HK Movie,1100000,165743.7608836907,163.82,HK,Entertainment,Film,,,,,,,,Mega-influencer,0.014892727272727273
History of the Medieval World,11300,84424.14285714286,2991.5714285714284,GB,Knowledge,,,,,,,,,Micro-influencer,26.474083438685206
Kids Drawing  & Education ,2,204.6153846153846,1.0,PK,Entertainment,Film,Lifestyle (sociology),Hobby,,,,,,Emerging,50.0
Jimmyboy's Movies,1800,667.7240896358544,15.0,GB,Lifestyle (sociology),Film,Entertainment,,,,,,,Nano-influencer,0.8333333333333334
Edflight Education,28900,16199.698275862069,378.5,US,Society,Knowledge,,,,,,,,Micro-influencer,1.3096885813148789
Bindaas Tv - Funny Comedy Stories,4280000,2756954.49694501,836.18,AF,Film,Entertainment,Lifestyle (sociology),,,,,,,Mega-influencer,0.01953691588785047
Raw History Documentaries ,2170,3246.2929292929293,76.4,GB,Knowledge,,,,,,,,,Nano-influencer,3.5207373271889404
outing Vlog,1,423.3333333333333,20.333333333333332,,Entertainment,Performing arts,Lifestyle (sociology),,,,,,,Emerging,2033.3333333333333
Fashion,131,824.6666666666666,9.666666666666666,,No topic categories assigned,,,,,,,,,Emerging,7.379134860050891
comedy 😅 queen 👑 Ishika Sen,1,3.088888888888889,0.5111111111111111,,Music of Asia,Entertainment,Music,,,,,,,Emerging,51.11111111111111
YouTube Movies,15,13.0,5.0,,Entertainment,,,,,,,,,Emerging,33.333333333333336
I.U.F hand made science project ,11,513.0,9.0,,No topic categories assigned,,,,,,,,,Emerging,81.81818181818181
Pat Condell's Godless Comedy,1580,44944.333333333336,1512.0,GB,Performing arts,Film,Humour,Entertainment,,,,,,Nano-influencer,95.69620253164557
The.Real.Fake.Food.,34,1271.3333333333333,12.055555555555555,,Hobby,Lifestyle (sociology),Food,,,,,,,Emerging,35.45751633986928
 Movies recap  funs,38,467.57142857142856,7.285714285714286,SE,Entertainment,Film,,,,,,,,Emerging,19.172932330827066
放課後 GAMING LIFE,1370000,474564.542645241,5842.2,JP,Action game,Video game culture,,,,,,,,Mega-influencer,0.4264379562043796
Rita Almusa Beauty,35000,43490.61111111111,35.02,US,Lifestyle (sociology),,,,,,,,,Micro-influencer,0.10005714285714287
Comedy Burst,25100,773067.695652174,9077.130434782608,NL,Humour,Entertainment,Film,,,,,,,Micro-influencer,36.16386627403429
The Socially Distant Sports Bar,9820,2818.40273556231,36.78,GB,Sport,Entertainment,Film,,,,,,,Nano-influencer,0.3745417515274949
Lucky Sumon Vlogs,110000,20844.178571428572,176.62,GB,Lifestyle (sociology),Food,,,,,,,,Mid-tier influencer,0.16056363636363635
MIZORAM EDUCATION HUB,26100,5967.934959349594,430.56,IN,Knowledge,,,,,,,,,Micro-influencer,1.6496551724137931
Arnaud Finance & News,50500,17790.874709976797,402.22,FR,Knowledge,Society,Politics,,,,,,,Mid-tier influencer,0.7964752475247525
Best and Easy Food,18,159.13793103448276,6.103448275862069,,Lifestyle (sociology),Food,,,,,,,,Emerging,33.9080459770115
MyCrazy Food – Crazy Tasty Recipes Every Day!,1130,2121.923076923077,1.44,IN,Lifestyle (sociology),Food,,,,,,,,Nano-influencer,0.12743362831858407
LIV Comedy,17200000,639444.0553151061,737.32,US,Entertainment,Film,Television program,Humour,,,,,,Celebrity,0.004286744186046512
DeggyUK Sport,5770,3295.1051546391755,121.52,GB,Association football,Sport,,,,,,,,Nano-influencer,2.106065857885615
Stylus Fitness UK,11,144.05882352941177,2.8823529411764706,,Lifestyle (sociology),Physical fitness,Health,Sport,Boxing,,,,,Emerging,26.203208556149733
